Table,IsTableRepeat,IsItemRepeat,Id,Name,Desc
2,False,False,1507,"""防彈外套""","""【DEF+48 ADF+24】\n　防彈型外套，內部有可以抵禦子彈的特殊鋼材。"""
2,False,False,1508,"""高貴大衣""","""【DEF+54 ADF+27 男性專用裝備】\n　紳士穿的黑色大衣，設計款式優雅時尚。"""
2,False,False,1509,"""碎花連身裙""","""【DEF+52 ADF+36 女性專用裝備】\n　能凸顯清爽感和清純感的可愛連身裙。"""
2,False,False,1510,"""貓咪裝""","""【DEF+40 迴避率+10％ SPD+5】\n　包覆全身的貓咪服裝，化身成可愛的小貓咪㈱"""
2,False,False,1511,"""戰鬥夾克""","""【DEF+60 ADF+50 STR+5】\n　防彈性與機動性兼備的戰鬥用夾克。"""
2,False,False,1512,"""武道服""","""【DEF+20 SPD+5】\n　東方武道家所穿的服裝，便於行動且十分強韌。"""
2,False,False,1513,"""堅硬皮衣""","""【DEF+72 ADF+36】\n　使用堅硬皮革製成的外套。"""
2,False,False,1514,"""黑色外套""","""【DEF+90】\n　內部縫入了金屬板的深色夾克。"""
2,False,False,1515,"""動力服""","""【DEF+120 STR+20】\n 以合身的彈性剪裁提升活動效益，劃時代的戰鬥服。"""
2,False,False,1516,"""全金屬大衣""","""【DEF+100 ADF+50】\n　使用鋼絲編製而成，強度超群的防護大衣。"""
2,False,False,1517,"""天光鎧甲""","""【DEF+110 ADF+55 男性專用裝備】\n　使用七耀石打造的輝煌鎧甲，英勇無畏的光芒照耀四周。"""
2,False,False,1518,"""極光禮服""","""【DEF+110 ADF+55 女性專用裝備】\n　使用七耀石打造的輝煌禮服，如夢似幻的光芒綻放四周。"""
2,False,False,1519,"""高級服飾Ｌ""","""【DEF+115 ADF+60 SPD+5 羅伊德專用裝備】\n　使用極為稀少的材料打造而成的高級服裝，蘊藏著熾熱的靈魂。"""
2,False,False,1520,"""高級服飾Ｅ""","""【DEF+125 ADF+80 ATS+20 艾莉專用裝備】\n　使用極為稀少的材料打造而成的高級禮服，蘊藏著慈愛之心。"""
2,False,False,1521,"""高級服飾Ｔ""","""【DEF+130 ADF+75 ATS+20 緹歐專用裝備】\n　使用極為稀少的材料打造而成的高級斗篷，蘊藏著冷傲的精神。"""
2,False,False,1522,"""高級服飾Ｒ""","""【DEF+120 ADF+60 SPD+5 蘭迪專用裝備】\n　使用極為稀少的材料打造而成的高級大衣，蘊藏著野性的意志。"""
3,True,False,0,,
4,True,False,0,,
5,True,False,0,,
6,False,False,1600,"""皮靴""","""【DEF+2】\n　皮製的靴子，輕便又合腳。"""
6,False,False,1601,"""舒適涼鞋""","""【DEF+6 MOV+1 迴避率+5％ 男性專用裝備】\n　穿著後可以輕鬆行走的鞋子，很適合在自家周圍散步。"""
6,False,False,1602,"""花漾包鞋""","""【DEF+4 MOV+2 女性專用裝備】\n　帶有花朵裝飾的可愛女鞋。"""
6,False,False,1603,"""蚱蜢運動鞋""","""【DEF+8 MOV+1】\n　普通的運動鞋，鞋底內藏的氣墊可以在步行時減緩衝擊。"""
6,False,False,1604,"""短跑鞋""","""【DEF+10 SPD+3 MOV+2】\n　專門為了跑步而設計的運動鞋，鞋身相當柔軟。"""
6,False,False,1605,"""技師鞋""","""【DEF+14 MOV+1】\n　機械技師等人士為了保護腳部而穿著的堅實靴子。"""
6,False,False,1606,"""鐵皮綁腿""","""【DEF+16 MOV+1 ADF+8】\n　探索荒地時使用的護腿，膝部以下的部位都裝設著鐵板。"""
6,False,False,1607,"""斯托雷加Σ""","""【DEF+24 MOV+2】\n　斯托雷加公司出品的最新型運動鞋。"""
6,False,False,1608,"""踩踏跳躍者""","""【DEF+27 MOV+2 迴避率+5％ 男性專用裝備】\n　鞋跟內藏彈簧，可以增強跳躍力的靴子。"""
6,False,False,1609,"""美行高跟鞋""","""【DEF+25 MOV+3 女性專用裝備】\n　可以踏出既流暢又美麗步伐的高跟鞋。"""
6,False,False,1610,"""貓咪靴""","""【DEF+5 MOV+2 迴避率+10％】\n　貓爪型的蓬鬆絨毛靴，鞋底還有軟綿綿的肉球㈱"""
6,False,False,1611,"""戰鬥靴""","""【DEF+30 MOV+2 迴避率+5％】\n　可以應對任何地形的戰鬥用防護靴。"""
6,False,False,1612,"""鐵木屐""","""【DEF+55 MOV+1 SPD-5】\n　以修行為目的打造的鋼屐，並不適合日常生活時的穿著。"""
6,False,False,1613,"""野戰靴""","""【DEF+36 MOV+2】\n　克洛斯貝爾警備隊採用的野戰式軍用靴。"""
6,False,False,1614,"""鐵板鞋""","""【DEF+40 MOV+1】\n　底部裝有鐵板的堅固鞋子，有時也能當作兇器使用。"""
6,False,False,1615,"""斯托雷加Ｐ""","""【DEF+50 MOV+8】\n　斯托雷加公司的訂製產品，專為警察特製的型號。"""
6,False,False,1616,"""雙重防護靴""","""【DEF+50 MOV+2】\n　用多種特性各異的獸皮組合製成的防護靴。"""
6,False,False,1617,"""戰神護脛靴""","""【DEF+55 MOV+3 命中率+10％ 男性專用裝備】\n　中世紀的騎士所穿的護具，可以使精神更加集中。"""
6,False,False,1618,"""調和之靴""","""【DEF+55 MOV+3 迴避率+5％ 女性專用裝備】\n　中世紀的女戰士愛用的裝飾靴，可以使精神更加專一。"""
6,False,False,1619,"""雲霄九天之靴""","""【DEF+60 MOV+4 SPD+5 命中率+20％ 男性專用裝備】\n　鑲嵌了９枚金耀石的防護靴，可以產生光源。"""
6,False,False,1620,"""七耀天國之靴""","""【DEF+60 MOV+4 SPD+5 迴避率+10％ 女性專用裝備】\n　鑲嵌了７枚銀耀石的防護靴，可以產生幻影。"""
7,False,False,9999,""" """,""" """
