Data1,Data2,Name,Content
//9LACAAAgD/AAA=,AAA=,"""加雷提""","""#0C是客人您贏了。
哎呀，您真是越玩越順手呢。{wait}"""
//9LABwAAgAAAA8=,,"""加雷提""","""#0C呵呵，
看來女神是站在我這邊呢。{wait}"""
//8AABoAAgAAAAc=,AAA=,"""加雷提""","""#0C雙方都湊不成牌型……
還真是倒霉呢。{wait}"""
//8AABwAAgAAAAc=,AAA=,"""加雷提""","""#0C哦，平手呢。
再比一次吧。{wait}"""
//9LABoAAgAAABA=,AAA=,"""加雷提""","""#0C哎呀，是我輸了。
請收下獎金吧。{wait}"""
//9QABoAAQAAAAc=,AAAA,"""加雷提""","""#0C那就來一決勝負吧。{wait}"""
//+qAGQAAwAAAAg=,,"""加雷提""","""#0C辛苦了。
期待能再有下一次呢。{wait}"""
//9QACIAAQAAABA=,AAAA,"""加雷提""","""#0C那我就收下賭金了。{wait}"""
//9LABgAAgAAABA=,,"""加雷提""","""#0C這裡是您的賞金。
請收下。{wait}"""
//9LACYAAgAAAAA=,,"""加雷提""","""#0C哦，您的籌碼似乎不夠呢。
請先至櫃檯兌換籌碼。{wait}"""
//+qAGQAAwAAAA4=,AAAA,"""加雷提""","""#0C進到下一局之後，獎金會再向上追加。
是否要再挑戰一次呢？"""
//8QACAAAQAAAA8=,AA==,"""加雷提""","""#0C隨時恭候您的挑戰。{wait}"""
+P/6//z//v///wAAAQAAAA==,,,
+/8KABkASwCWACwB9AHoAwAA9v/2/wAA,,,
AAAAAOABEAEAAIA6AAAAOwDAHz8AgG8/,,,
8P/5/xAABgAAAAA7AACJPgAAKj4AAKs+,,,
pv/x/1oADwAAAIA6AACAOgCA7z4AAJ49,,,
QP/g/8AAHwAAAIA6AACAOgDAfz8AACc+,,,
AAAAAB8AHgAAACo+AAAAOwAApz4AACI+,,,
qv/u/1YAEQAAAAA7AIBMPwCAfz8AgH8/,,,
2P/A/ygAQAAAAIA6AACAOgAARz4AgJ8+,,,
5P/L/xwANQAAAEA7AID1PgAADT4AQDw/,,,
9v/2/woACgAAAIA6AICgPgAAPD0AgLc+,,,
+v/5/wYABwAAAIA6AIC4PgAA2DwAgMc+,,,
AAAAAEMAEgAAAAA7AAAqPgAAsz4AAIU+,,,
AAAAAEMAEgAAAAA7AACHPgAAsz4AALc+,,,
AAAAAEMAEgAAAAA7AAC5PgAAsz4AAOk+,,,
AAAAAEMAEgAAAAA7AADrPgAAsz4AgA0/,,,
AAAAAEIAZgAAAAAAH4WrPi2y3T4AAIA/,,,
AAAAAEIAZgAAAAAAH4WrPi2y3T4AAIA/,,,
AACAOgAAgDoAwG8/AMAHPw==,,,
uQFfAA==,,,
uQF3AA==,,,
uQGPAA==,,,
uQGnAA==,,,
uQG/AA==,,,
uQHXAA==,,,
uQHvAA==,,,
AAAqPgAAADsAAKc+AAAiPg==,,,
AAAAOwAAADsAACY+AAAiPg==,,,
pQG2AA==,,,
ZmZmP2ZmZj8=,,,
zcxMP83MTD8=,,,
uwDFAA==,,,
uwDXAA==,,,
uwDqAA==,,,
uwD9AA==,,,
dwCoAA==,,,
OgCoAA==,,,
/v+oAA==,,,
LQGoAA==,,,
8ACoAA==,,,
tACoAA==,,,
dwCoAA==,,,
OgCoAA==,,,
/v+oAA==,,,
AACAPwAAgD8=,,,
AAC1PgCADj8AgDM/AIAmPw==,,,
AAC1PgAAuT4AgDM/AADpPg==,,,
AAAAOwCADj8AALM+AIAmPw==,,,
AAC1PgCADj8AgDM/AIAmPw==,,,
AAAAOwAAuT4AALM+AADpPg==,,,
AAAAOwCAJz8AALM+AIA/Pw==,,,
AAAAOwAA6z4AALM+AIANPw==,,,
lwALAQ==,,,
WgALAQ==,,,
HgALAQ==,,,
4v8LAQ==,,,
pf8LAQ==,,,
aP8LAQ==,,,
TQELAQ==,,,
EQELAQ==,,,
1AALAQ==,,,
lwALAQ==,,,
WgALAQ==,,,
HgALAQ==,,,
9wDKAA==,,,
9wBEAA==,,,
VAAmAFAAKAAAAAEAWQAkAEwAKgABAAAAWQAkAFAAKAACAAIA,,,
LAG0AAAAAQAuAbYAAQAAAC4BtAACAAIA,,,
/////w==,,,
iIiI/w==,,,
ZADwAHwBCAKUAiADpAalBikKtQpBC8UOxg5SD94PrhKvEgAA,,,
MgA5ADIAOQAyADkAZQA6ADwAPAA8AGUANQA1ADUAOABjAAAA,,,
ZABlAJcAyQD7AC0BXwF/BIAEgQSzBOUEFwVJBWkIagg=,,,
PgBAAEAAQABAAEAAQAA2AD4AQQBBAEEAQQBBAGMAAAA=,,,
QAHwAPIARALLAIUB0AKFAWQALAFAAfQBQAEtAsABhQEAAAAAAAAgQgAAAAAAAABBQAHwAPIARAJ6AIUB0AKFAWQALAFAAfQBQAEtAoABfwEAAAAAAAAgQgAAAAAAAIBAQAHwAPIARAIpAIUB0AKFAWQALAFAAfQBQAEtAkABfQEAAAAAAAAgQgAAAAAAAAAAQAHwAPIARALY/4UB0AKFAWQALAFAAfQBQAEtAgABfwEAAAAAAAAgQgAAAAAAAIDAQAHwAPIARAKH/4UB0AKFAWQALAFAAfQBQAEtAsAAhQEAAAAAAAAgQgAAAAAAAADBQAHwAPIARAI2/4UB0AKFAWQALAFAAfQBQAEtAoAAhQEAAAAAAAAgQgAAAAAAAEDBQAHwAIwBnP+1AVQAsP9UABwCtABAAez/QAGs/8ABVAAAAAAAAAAgwgAAAAAAAADBQAHwAIwBnP8GAlQAsP9UABwCtABAAez/QAGs/4ABWgAAAAAAAAAgwgAAAAAAAIDAQAHwAIwBnP9XAlQAsP9UABwCtABAAez/QAGs/0ABXAAAAAAAAAAgwgAAAAAAAAAAQAHwAIwBnP+oAlQAsP9UABwCtABAAez/QAGs/wABWgAAAAAAAAAgwgAAAAAAAIBAQAHwAIwBnP/5AlQAsP9UABwCtABAAez/QAGs/8AAVAAAAAAAAAAgwgAAAAAAAABBQAHwAIwBnP9KA1QAsP9UABwCtABAAez/QAGs/4AAVAAAAAAAAAAgwgAAAAAAAEBBQAHwAEAB8ACMALAAnP+wAEAB8ABAAfAAQAGs/8ABVAAAAAAAAAAgwQAAAAAAAAAAQAHwAEAB8ABkAMIAnP/CAEAB8ABAAfAAQAGs/4ABVAAAAAAAAAAgwQAAAAAAAAAAQAHwAEAB8AA8ANQAnP/UAEAB8ABAAfAAQAGs/0ABVAAAAAAAAAAgwQAAAAAAAAAAQAHwAEAB8AAUAOYAnP/mAEAB8ABAAfAAQAGs/wABVAAAAAAAAAAgwQAAAAAAAAAAQAHwAEAB8ADs//gAnP/4AEAB8ABAAfAAQAGs/8AAVAAAAAAAAAAgwQAAAAAAAAAAQAHwAEAB8ADE/woBnP8KAUAB8ABAAfAAQAGs/4AAVAAAAAAAAAAgwQAAAAAAAAAA,,,
VwBXAFcAVwBXAFcAVgBWAFYAVQBVAFUA,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AABLACIAAgAAAAc=,,"""加雷提""","""#0C哦，您不抽牌嗎？
看來您的手氣很好呢。{wait}"""
AABLACIAAQAAAAc=,AAAA,"""加雷提""","""#0C那麼換我抽了。{wait}"""
AABLAB4AAgAAAAc=,,"""加雷提""","""#0C您抽了不少牌呢。
有湊到好牌了嗎？{wait}"""
//+qAGQAAwAAAAA=,AA==,"""加雷提""","""#0C歡迎光臨。
這一桌玩的遊戲是２１點。"""
//8QABoAAgAAAAs=,,"""加雷提""","""#0C哦，要放棄這局遊戲嗎？{wait}{0x03}但無法取回賭金，
確定要放棄嗎？{wait}"""
AABLABwAAgAAAAk=,AAA=,"""加雷提""","""#0C是客人您贏了。
哎呀，還真是厲害呢。{wait}"""
AABLABIAAgAAAAk=,AAA=,"""加雷提""","""#0CＢＬＡＣＫＪＡＣＫ。
真是太漂亮了。{wait}"""
AABLAB4AAgAAAAk=,AAA=,"""加雷提""","""#0C呵呵……ＢＬＡＣＫＪＡＣＫ。
看來是我的手氣比較旺呢。{wait}"""
AABLABgAAgAAAAk=,AAA=,"""加雷提""","""#0C７ＣＡＲＤ嗎……
真是太令人敬佩了。{wait}"""
AABLABwAAgAAAAk=,,"""加雷提""","""#0C呵呵，
看來女神是站在我這邊呢。{wait}"""
AABLABwAAgAAAAk=,AAA=,"""加雷提""","""#0C哦，平手呢。
再比一次吧。{wait}"""
AABLACIAAgAAAAk=,,"""加雷提""","""#0C爆牌……真是太遺憾了。
抽牌也是要三思而後行的呢。{wait}"""
AABLAB4AAgAAAAk=,,"""加雷提""","""#0C想不到居然會爆牌……
嗯，果然剛剛不該繼續抽的。{wait}"""
AABLAB4AAgAAAAk=,,"""加雷提""","""#0C想不到雙方居然都是ＢＬＡＣＫＪＡＣＫ……
呵呵，真是場精彩的比賽。{wait}"""
AABLACAAAgAAAAk=,AAA=,"""加雷提""","""#0C想不到雙方都是７ＣＡＲＤ。
這種事可遇不可求呢。{wait}{0x03}那麼，我們再比一局吧。{wait}"""
AABLACAAAgAAAAk=,,"""加雷提""","""#0C唔，雙方都爆牌啊……
都撿回了一條命呢。{wait}{0x03}那麼，我們再比一局吧。{wait}"""
//9LABoAAgAAAA4=,AAA=,"""加雷提""","""#0C哎呀，是我輸了。
請收下獎金吧。{wait}"""
//9LAB4AAgAAAA0=,,"""加雷提""","""#0C真是太可惜了呢。
我會在此隨時恭候您的挑戰。{wait}"""
//9LABwAAQAAAAU=,AA==,"""加雷提""","""#0C那麼，現在開始發牌。{wait}"""
//9LAB4AAgAAAAU=,,"""加雷提""","""#0C這局就是最後一場了。
就讓我拿出真本事吧。{wait}"""
//8QACAAAQAAAAk=,AA==,"""加雷提""","""#0C隨時恭候您的挑戰。{wait}"""
//8QAB4AAQAAAAQ=,AAAA,"""加雷提""","""#0C那我們繼續遊戲吧。{wait}"""
//9LACIAAQAAAA4=,AAAA,"""加雷提""","""#0C那我就收下賭金了。{wait}"""
//8QABgAAgAAAA4=,,"""加雷提""","""#0C這裡是您的賞金。
請收下。{wait}"""
//+qAGQAAwAAAAA=,AAAA,"""加雷提""","""#0C進到下一局之後，獎金會再向上追加。
是否要再挑戰一次呢？"""
//+qAGQAAwAAAAw=,AAAA,"""加雷提""","""#0C隨時恭候您的挑戰。{wait}"""
//9LACQAAgAAAA0=,,"""加雷提""","""#0C哦，您的籌碼似乎不夠呢。
請先至櫃檯兌換籌碼。{wait}"""
AAAAAA==,,,
+v/8//7/AAACAAAA,,,
+/8KABkASwDIAPQB,,,
QP/g/8AAIAAAAIA6AACAOgDAfz8AACc+,,,
AAAAAAgADgAAAAA7AIAwPwAAhD0AgEw/,,,
AAAAACIAFQAAgDw/AAAAOwCAfz8AACY+,,,
AAAAAMAAGgAAAAA7AIAoPwCAfz8AgEo/,,,
AAAAAB8AHwAAACo+AAAAOwAApz4AACI+,,,
AAAAAAgACAAAAAA7AIBAPwAAGD0AgEk/,,,
AAAAAMAAJwAAAAA7AIBMPwCAfz8AgH8/,,,
AAAAABYACAAAAI0+AIBAPwAAxz4AgEk/,,,
zv+w/zIAUAAAAIA6AACAOgAARz4AgJ8+,,,
3f++/yMAQgAAAEA7AID1PgAADT4AQDw/,,,
9P/0/wwADAAAAIA6AICgPgAAPD0AgLc+,,,
+f/4/wcACAAAAIA6AIC4PgAA2DwAgMc+,,,
AAAAAFoAGQAAAAA7AAAAOwAA7z4AAAY+,,,
AAAAAFoAGQAAAAA7AAAKPgAA7z4AAIc+,,,
AIA8PwAAADsAgH8/AAAmPg==,,,
AAAAOwCACD8AAIQ9AIAkPw==,,,
AACMPQCACD8AAAY+AIAkPw==,,,
AAAKPgCACD8AAEo+AIAkPw==,,,
AABOPgCACD8AAIc+AIAkPw==,,,
AACJPgCACD8AAKk+AIAkPw==,,,
AACrPgCACD8AAMs+AIAkPw==,,,
AADNPgCACD8AAO0+AIAkPw==,,,
AADvPgCACD8AgAc/AIAkPw==,,,
AIAIPwCACD8AgBg/AIAkPw==,,,
AIAZPwCACD8AgCk/AIAkPw==,,,
AIA8PwAAADsAgH8/AAAmPg==,,,
AAAAOwAAADsAACY+AAAiPg==,,,
AAD9PgAAADsAgCc/AAAiPg==,,,
AACsPgAAADsAAP4+AAAiPg==,,,
AAAAOwAAADsAACY+AAAiPg==,,,
AAAAOwCAKD8AgH8/AIBKPw==,,,
AAAAOwCASz8AgH8/AIBtPw==,,,
AAAAOwCAQD8AABg9AIBJPw==,,,
AAAoPQCAQD8AAJw9AIBJPw==,,,
AACkPQCAQD8AAOw9AIBJPw==,,,
AAD0PQCAQD8AAB4+AIBJPw==,,,
AAAiPgCAQD8AAEY+AIBJPw==,,,
AABKPgCAQD8AAG4+AIBJPw==,,,
AAByPgCAQD8AAIs+AIBJPw==,,,
AACAOgAAgDoAwH8/AAAnPg==,,,
AACAOgAAKT4AwH8/AICnPg==,,,
AACAOgCAqD4AwH8/AID7Pg==,,,
AACAOgCA/D4AwH8/AMAnPw==,,,
AACAOgBAKD8AwH8/AMBRPw==,,,
AADxPgAAADsAgG8/AAAGPg==,,,
AADxPgAACj4AgG8/AACHPg==,,,
AAAAOwAAADsAAO8+AAAGPg==,,,
AAAAOwAACj4AAO8+AACHPg==,,,
AADxPgAAADsAgG8/AAAGPg==,,,
AADxPgAACj4AgG8/AACHPg==,,,
AACAPwAAgD8=,,,
PAHuAA==,,,
5P8EAA==,,,
UAG9AA==,,,
igBLAA==,,,
hgG/AA==,,,
hgHYAA==,,,
hgG/AA==,,,
hgHYAA==,,,
/////w==,,,
/5mZ/w==,,,
iGZm/w==,,,
/5mZ/w==,,,
/5mZ/w==,,,
mZn//w==,,,
mZn//w==,,,
ZmaI/w==,,,
iIiI/w==,,,
AAAAAOABEAEAAIA6AAAAOwDAHz8AgG8/,,,
ZAD0AaQGrgY+CO4M,,,
AQABAGUAAgACAGMA,,,
tgFSAdYBIwEIAg4B9AHQADICygA+ApQAcgJoALwAhACqALoAfQDSAEAA3ABSAB0BGAAuAfb/XQHy/w4ADgDy/w==,,,
0//R/9X/0//T/9H/1f+HAIkAiQCFAIcAiQCFAA==,,,
YP9EAGD/AAC2AVIBvACEAOACXABhAZD/ZgGYAQwBPgC0AOABjADIAA==,,,
AADT/wAAtACHALQA,,,
AAQBAAECAwACAgIA,,,
AQEEAQACAAMCAgIA,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
AAAAAA==,,,
,,,"""這是將球丟入寫有０、００及１～３６數字的輪盤上，
預測球停止位置所對應數字的賭博遊戲。"""
,,,"""只賭１個數字時，請將籌碼放置在該數字的正上方。
此時賠率為３６倍。"""
,AAA=,,"""也可賭２個數字。
像這個樣子，就是同時賭２０與２３。賠率為１８倍。"""
,,,"""賭３個數字（Ｓｔｒｅｅｔ）。
像這個樣子，就是賭１３、１４、１５。賠率為１２倍。"""
,AA==,,"""同時賭２列６個數字（Ｌｉｎｅ）。"""
,AAAA,,"""像這個樣子，就是賭１３、１４、１５、１６、１７、１８。
賠率為６倍。"""
,AAA=,,"""賭４個數字（Ｃｏｒｎｅｒ）。
像這個樣子，就是賭１７、１８、２０、２１。
賠率為９倍。"""
,AAAA,,"""賭一直行（Ｃｏｌｕｍｎ）。"""
,AA==,,"""像這個樣子，就是賭２、５、８……３２、３５。
賠率為３倍。"""
,AAAA,,"""將籌碼放置於１st１２、２nd１２、３rd１２上，
即代表賭１～１２、１３～２４或２５～３６。
賠率為３倍。"""
,AA==,,"""１－１８與１９－３６，
各代表賭１～１８或１９～３６。
賠率為２倍。"""
,,,"""ＥＶＥＮ是偶數的意思。即代表賭偶數。
賠率為２倍。"""
,AAA=,,"""ＯＤＤ是奇數的意思。即代表賭奇數。
賠率為２倍。"""
,,,"""ＲＥＤ及ＢＬＡＣＫ代表的不是數字，而是指賭紅或黑。
賠率為２倍。"""
,AAAA,,"""猜中機率越低的組合，賠率越高。"""
,AAA=,,"""籌碼１０枚一組，最大可放置於１０個地方。
請踴躍嘗試各種下注賭法吧。"""
,AA==,,"""放置完籌碼後，選擇左上的START，
或是按下#177I即可開始轉動輪盤。"""
,AAAA,,""""""
,AAAA,,""""""
,AAAA,,""""""
